user_id,book_id,rating,goodreads_book_id_x,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_book_id_y,tag_name
22090,8,4,5107,5107,3036731,360,316769177,9780316769170.0,J.D. Salinger,1951.0,The Catcher in the Rye,The Catcher in the Rye,eng,3.79,2044241,2120637,44920,109383,185520,455042,661516,709176,https://images.gr-assets.com/books/1398034300m/5107.jpg,https://images.gr-assets.com/books/1398034300s/5107.jpg,8.0,"['Classic', 'Fantasy', 'Fiction', 'Mystery']"
38051,647,1,42149,42149,1488992,43,312348649,9780312348650.0,Emily Giffin,2006.0,Baby Proof,Baby Proof,en-US,3.71,124371,129325,3375,3042,10434,39728,44093,32028,https://images.gr-assets.com/books/1361466583m/42149.jpg,https://images.gr-assets.com/books/1361466583s/42149.jpg,647.0,"['Fiction', 'History']"
6719,865,4,10628,10628,2454497,119,450042685,9780450042680.0,"Stephen King, John D. MacDonald",1978.0,Night Shift,Night Shift,en-GB,3.96,104248,112357,2038,984,4705,28410,41703,36555,https://images.gr-assets.com/books/1342215309m/10628.jpg,https://images.gr-assets.com/books/1342215309s/10628.jpg,865.0,"['Classic', 'Fantasy', 'Fiction', 'Romance']"
27735,662,4,5439,5439,3301398,83,618101365,9780618101370.0,Jhumpa Lahiri,1999.0,Interpreter of Maladies,Interpreter of Maladies,eng,4.12,110651,125062,8145,860,4045,21705,50880,47572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,662.0,"['Classic', 'Fantasy', 'Fiction', 'Mystery', 'Romance']"
25392,5697,5,8428195,8428195,13291399,19,62001035,9780062001030.0,Heather Dixon,2011.0,Entwined,Entwined,en-US,3.87,28950,30536,4592,776,2219,7258,10297,9986,https://images.gr-assets.com/books/1279037245m/8428195.jpg,https://images.gr-assets.com/books/1279037245s/8428195.jpg,5697.0,"['Classic', 'Fiction']"
45460,26,5,968,968,2982101,350,307277674,9780307277670.0,Dan Brown,2003.0,The Da Vinci Code,"The Da Vinci Code (Robert Langdon, #2)",eng,3.79,1447148,1557292,41560,71345,126493,340790,539277,479387,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg,26.0,"['Bio-memoir', 'Fiction', 'History']"
36878,2095,5,105549,105549,2736871,18,7158505,9780007158510.0,Dr. Seuss,1961.0,The Sneetches and Other Stories,The Sneetches and Other Stories,en-US,4.31,52954,55199,809,634,1516,8024,14925,30100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2095.0,['History']
37782,357,5,355697,355697,2662852,372,449213943,9780449213940.0,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,en-US,3.92,249113,265789,6947,7646,17740,55908,90874,93621,https://images.gr-assets.com/books/1441227765m/355697.jpg,https://images.gr-assets.com/books/1441227765s/355697.jpg,357.0,"['Fantasy', 'Fiction', 'Mystery']"
14617,28,1,7624,7624,2766512,458,140283331,9780140283330.0,William Golding,1954.0,Lord of the Flies ,Lord of the Flies,eng,3.64,1605019,1671484,26886,92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,28.0,"['Bio-memoir', 'Fiction', 'History']"
49170,830,2,6931356,6931356,7162394,53,316084239,9780316084240.0,Kody Keplinger,2010.0,The DUFF: Designated Ugly Fat Friend,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,146547,11130,5089,10817,33459,47351,49831,https://images.gr-assets.com/books/1271108843m/6931356.jpg,https://images.gr-assets.com/books/1271108843s/6931356.jpg,830.0,"['Classic', 'Fantasy', 'Fiction', 'Mystery']"
3767,597,5,3836,3836,121842,1887,142437239,9780142437230.0,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605.0,Don Quijote de La Mancha,Don Quixote,eng,3.85,134931,159253,5429,4667,12289,38171,50811,53315,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg,597.0,"['Bio-memoir', 'Fiction', 'History']"
13763,119,5,38447,38447,1119185,236,038549081X,9780385490820.0,Margaret Atwood,1985.0,The Handmaid's Tale,The Handmaid's Tale,eng,4.06,607889,683564,35925,13998,32561,116975,252942,267088,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg,119.0,"['Fantasy', 'Fiction']"
12792,27,4,1,1,41335427,275,439785960,9780439785970.0,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",eng,4.54,1678823,1785676,27520,7308,21516,136333,459028,1161491,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg,27.0,"['Bio-memoir', 'Fiction', 'History']"
11987,2067,2,15781725,15781725,21497649,22,62207393,9780062207400.0,Tara Conklin,2013.0,The House Girl,The House Girl,eng,3.75,41671,45797,4357,1309,2944,12318,18720,10506,https://images.gr-assets.com/books/1348172541m/15781725.jpg,https://images.gr-assets.com/books/1348172541s/15781725.jpg,2067.0,['History']
35536,3972,4,356373,356373,346544,5,,,"Henry T. Blackaby, Claude V. King, Richard Blackaby",1976.0,Experiencing God : Knowing and Doing His Will - Workbook,"Experiencing God: Knowing and Doing the Will of God, Workbook",,4.32,21778,22050,224,326,726,2935,5734,12329,https://images.gr-assets.com/books/1293504214m/356373.jpg,https://images.gr-assets.com/books/1293504214s/356373.jpg,3972.0,"['Fantasy', 'Fiction', 'History', 'War']"
38973,28,4,7624,7624,2766512,458,140283331,9780140283330.0,William Golding,1954.0,Lord of the Flies ,Lord of the Flies,eng,3.64,1605019,1671484,26886,92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,28.0,"['Bio-memoir', 'Fiction', 'History']"
53014,1191,5,61179,61179,924711,89,575077026,9780575077030.0,Larry Niven,1970.0,Ringworld,"Ringworld (Ringworld, #1)",eng,3.96,76925,82561,2540,1172,4609,18536,30483,27761,https://images.gr-assets.com/books/1408793358m/61179.jpg,https://images.gr-assets.com/books/1408793358s/61179.jpg,1191.0,['Fiction']
18401,431,5,28877,28877,925503,191,525945563,9780525945570.0,Thomas Harris,1981.0,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",eng,4.01,194013,205433,3309,3012,7790,43235,80662,70734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,431.0,"['Classic', 'Fiction', 'Mystery']"
5890,357,5,355697,355697,2662852,372,449213943,9780449213940.0,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,en-US,3.92,249113,265789,6947,7646,17740,55908,90874,93621,https://images.gr-assets.com/books/1441227765m/355697.jpg,https://images.gr-assets.com/books/1441227765s/355697.jpg,357.0,"['Fantasy', 'Fiction', 'Mystery']"
12949,30,3,8442457,19288043,13306276,196,297859382,9780297859380.0,Gillian Flynn,2012.0,Gone Girl,Gone Girl,eng,4.03,512475,1626519,121614,38874,80807,280331,616031,610476,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg,30.0,"['Classic', 'Fantasy', 'Fiction', 'War']"
51413,112,4,15507958,15507958,17763198,168,670026603,9780670026610.0,Jojo Moyes,2012.0,Me Before You,"Me Before You (Me Before You, #1)",eng,4.27,587647,741133,71412,10346,21880,91517,249474,367916,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,112.0,"['Classic', 'Fantasy', 'Fiction']"
48118,1715,5,943402,943402,928338,97,1847241697,9781847241700.0,John Ajvide Lindqvist,2004.0,Låt den rätte komma in,Let the Right One In,eng,4.07,52518,65813,4814,1331,2929,11393,24366,25794,https://images.gr-assets.com/books/1327893384m/943402.jpg,https://images.gr-assets.com/books/1327893384s/943402.jpg,1715.0,"['Classic', 'Fantasy', 'Fiction', 'History']"
7265,28,4,7624,7624,2766512,458,140283331,9780140283330.0,William Golding,1954.0,Lord of the Flies ,Lord of the Flies,eng,3.64,1605019,1671484,26886,92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,28.0,"['Bio-memoir', 'Fiction', 'History']"
32572,10,3,1885,1885,3060926,3455,679783261,9780679783270.0,Jane Austen,1813.0,Pride and Prejudice,Pride and Prejudice,eng,4.24,2035490,2191465,49152,54700,86485,284852,609755,1155673,https://images.gr-assets.com/books/1320399351m/1885.jpg,https://images.gr-assets.com/books/1320399351s/1885.jpg,10.0,"['Fantasy', 'Fiction', 'Kids', 'Mystery']"
42650,2142,4,1375,1375,1474309,255,147712556,9780147712550.0,"Homer, Robert Fagles, Bernard Knox",-762.0,Ἰλιάς ; Ὀδύσσεια,The Iliad/The Odyssey,eng,4.03,47825,51098,537,916,2608,10439,17404,19731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2142.0,"['Fantasy', 'Fiction', 'Mystery', 'Romance']"
32004,1,3,2767052,2767052,2792775,272,439023483,9780439023480.0,Suzanne Collins,2008.0,The Hunger Games,"The Hunger Games (The Hunger Games, #1)",eng,4.34,4780653,4942365,155254,66715,127936,560092,1481305,2706317,https://images.gr-assets.com/books/1447303603m/2767052.jpg,https://images.gr-assets.com/books/1447303603s/2767052.jpg,1.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
14295,320,1,13526165,13526165,17626728,78,316204277,9780316204280.0,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,3.9,215453,268153,28973,4080,13047,59489,119361,72176,https://images.gr-assets.com/books/1338822317m/13526165.jpg,https://images.gr-assets.com/books/1338822317s/13526165.jpg,320.0,"['Classic', 'Fiction', 'Romance']"
39861,105,2,18710190,18710190,15524549,153,7524277,9780007524270.0,Veronica Roth,2013.0,Allegiant,"Allegiant (Divergent, #3)",eng,3.63,463257,663226,62536,31626,78366,176061,192785,184388,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg,105.0,"['Classic', 'Fantasy', 'Fiction']"
30868,2,3,3,3,4640799,491,439554934,9780439554930.0,"J.K. Rowling, Mary GrandPré",1997.0,Harry Potter and the Philosopher's Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",eng,4.44,4602479,4800065,75867,75504,101676,455024,1156318,3011543,https://images.gr-assets.com/books/1474154022m/3.jpg,https://images.gr-assets.com/books/1474154022s/3.jpg,2.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
30203,5160,3,291356,291356,1534941,42,034537472X,9780345374720.0,David Eddings,1991.0,The Sapphire Rose ,"The Sapphire Rose (The Elenium, #3)",eng,3.98,23232,24385,204,204,1275,5743,8669,8494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5160.0,"['Fiction', 'History']"
21330,2517,2,19494,19494,1177001,216,,9780743442530.0,John le Carré,1963.0,The Spy Who Came In from the Cold,The Spy Who Came In from the Cold,eng,4.05,37557,45652,2712,318,1680,8752,19424,15478,https://images.gr-assets.com/books/1327719782m/19494.jpg,https://images.gr-assets.com/books/1327719782s/19494.jpg,2517.0,"['Classic', 'Fiction', 'History', 'Mystery']"
5784,2,3,3,3,4640799,491,439554934,9780439554930.0,"J.K. Rowling, Mary GrandPré",1997.0,Harry Potter and the Philosopher's Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",eng,4.44,4602479,4800065,75867,75504,101676,455024,1156318,3011543,https://images.gr-assets.com/books/1474154022m/3.jpg,https://images.gr-assets.com/books/1474154022s/3.jpg,2.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
24673,3507,5,17333227,17333227,23863053,59,316069515,9780316069520.0,Michael Connelly,2013.0,The Gods of Guilt,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)",eng,4.09,21903,30414,2884,173,663,5443,14082,10053,https://images.gr-assets.com/books/1362529630m/17333227.jpg,https://images.gr-assets.com/books/1362529630s/17333227.jpg,3507.0,"['Fiction', 'Mystery', 'Romance']"
21403,231,5,556602,556602,2523229,117,312370830,9780312370830.0,Tatiana de Rosnay,2007.0,Elle s'appelait Sarah,Sarah's Key,eng,4.14,312444,347631,26614,3865,12684,55760,134748,140574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,231.0,"['Fiction', 'Romance']"
9544,7797,4,395875,395875,385372,59,61059927,9780061059930.0,L.J. Smith,1991.0,Dark Reunion,"Dark Reunion (The Vampire Diaries, #4)",eng,3.54,17056,20148,669,1005,2635,6133,5194,5181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7797.0,"['Children-s-lit', 'Classic', 'Fiction', 'Kids']"
50132,360,5,7082,7082,830939,221,345404475,9780345404470.0,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng,4.08,223828,245008,8330,2097,8453,45683,100794,87981,https://images.gr-assets.com/books/1435458683m/7082.jpg,https://images.gr-assets.com/books/1435458683s/7082.jpg,360.0,"['Classic', 'Fantasy', 'Fiction']"
22327,5,4,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
49611,13,3,5470,5470,153313,995,451524934,9780451524940.0,"George Orwell, Erich Fromm, Celâl Üster",1949.0,Nineteen Eighty-Four,1984,eng,4.14,1956832,2053394,45518,41845,86425,324874,692021,908229,https://images.gr-assets.com/books/1348990566m/5470.jpg,https://images.gr-assets.com/books/1348990566s/5470.jpg,13.0,"['Classic', 'Fantasy', 'Fiction']"
8126,50,5,30119,30119,30518,45,60513039,9780060513030.0,Shel Silverstein,1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Where the Sidewalk Ends,eng,4.29,1016888,1023781,9234,16590,30792,139024,293222,544153,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg,50.0,"['Children-s-lit', 'Classic', 'Fiction', 'Kids']"
12775,1381,4,27003,27003,3436605,4,142001805,9780142001810.0,Jasper Fforde,2001.0,The Eyre Affair,"The Eyre Affair (Thursday Next, #1)",en-US,3.92,85683,94631,8521,2396,5923,20322,34636,31354,https://images.gr-assets.com/books/1445540555m/27003.jpg,https://images.gr-assets.com/books/1445540555s/27003.jpg,1381.0,"['Classic', 'Fantasy', 'Fiction', 'History', 'War']"
4355,24,5,6,6,3046572,332,439139600,9780439139600.0,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,1753043,1868642,31084,6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,24.0,"['Bio-memoir', 'Fiction', 'History']"
22059,5,4,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
17002,10,5,1885,1885,3060926,3455,679783261,9780679783270.0,Jane Austen,1813.0,Pride and Prejudice,Pride and Prejudice,eng,4.24,2035490,2191465,49152,54700,86485,284852,609755,1155673,https://images.gr-assets.com/books/1320399351m/1885.jpg,https://images.gr-assets.com/books/1320399351s/1885.jpg,10.0,"['Fantasy', 'Fiction', 'Kids', 'Mystery']"
5943,4035,4,3895,3895,7619,4,609602195,9780609602200.0,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,The Barefoot Contessa Cookbook,en-GB,4.21,22497,22566,160,647,743,3098,6811,11267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4035.0,"['Fiction', 'Mystery']"
9472,24,4,6,6,3046572,332,439139600,9780439139600.0,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,1753043,1868642,31084,6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,24.0,"['Bio-memoir', 'Fiction', 'History']"
14284,2,3,3,3,4640799,491,439554934,9780439554930.0,"J.K. Rowling, Mary GrandPré",1997.0,Harry Potter and the Philosopher's Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",eng,4.44,4602479,4800065,75867,75504,101676,455024,1156318,3011543,https://images.gr-assets.com/books/1474154022m/3.jpg,https://images.gr-assets.com/books/1474154022s/3.jpg,2.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery', 'Romance']"
14327,4069,4,161887,161887,2079577,26,152052216,9780152052220.0,Edith Pattou,2003.0,East,East,en-US,4.14,30596,32563,1966,435,1332,5793,10588,14415,https://images.gr-assets.com/books/1277997811m/161887.jpg,https://images.gr-assets.com/books/1277997811s/161887.jpg,4069.0,"['Classic', 'Fiction', 'History', 'War']"
42207,5,4,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
30683,3300,5,13154952,13154952,18245549,44,385536073,9780385536070.0,John Grisham,2012.0,Calico Joe,Calico Joe,,3.8,27244,31685,3872,620,1971,8531,12698,7865,https://images.gr-assets.com/books/1329430545m/13154952.jpg,https://images.gr-assets.com/books/1329430545s/13154952.jpg,3300.0,"['Fiction', 'History', 'Romance', 'War']"
20488,5,4,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
48646,3,5,41865,41865,3212258,226,316015849,9780316015840.0,Stephenie Meyer,2005.0,Twilight,"Twilight (Twilight, #1)",en-US,3.57,3866839,3916824,95009,456191,436802,793319,875073,1355439,https://images.gr-assets.com/books/1361039443m/41865.jpg,https://images.gr-assets.com/books/1361039443s/41865.jpg,3.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
34775,629,1,1431,1431,3287043,229,61124265,9780061124270.0,"Paulo Coelho, Margaret Jull Costa",1998.0,Veronika decide morrer,Veronika Decides to Die,eng,3.69,111856,132191,6063,5217,12725,35174,43885,35190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,629.0,"['Classic', 'Fiction']"
25733,8960,3,12878667,12878667,17997709,36,385535775,9780385535780.0,Mark Haddon,2012.0,The Red House,The Red House,eng,2.93,10621,12543,2215,1307,2821,4739,2827,849,https://images.gr-assets.com/books/1333578268m/12878667.jpg,https://images.gr-assets.com/books/1333578268s/12878667.jpg,8960.0,"['Fantasy', 'Fiction', 'Kids', 'Mystery']"
53409,119,3,38447,38447,1119185,236,038549081X,9780385490820.0,Margaret Atwood,1985.0,The Handmaid's Tale,The Handmaid's Tale,eng,4.06,607889,683564,35925,13998,32561,116975,252942,267088,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg,119.0,"['Fantasy', 'Fiction']"
45659,4006,5,18635622,18635622,24992268,79,345533488,9780345533490.0,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,4.19,20009,29445,2769,110,607,4513,12551,11664,https://images.gr-assets.com/books/1423281810m/18635622.jpg,https://images.gr-assets.com/books/1423281810s/18635622.jpg,4006.0,"['Fantasy', 'Fiction', 'Romance']"
36278,6334,4,667234,667234,2244771,36,394800028,9780394800030.0,Dr. Seuss,1958.0,The Cat in the Hat Comes Back,The Cat in the Hat Comes Back,en-US,3.83,22229,22712,432,517,1886,6324,6309,7676,https://images.gr-assets.com/books/1332799738m/667234.jpg,https://images.gr-assets.com/books/1332799738s/667234.jpg,6334.0,"['Fantasy', 'Fiction', 'Mystery', 'Romance']"
41300,33,3,930,929,1558965,220,739326228,9780739326220.0,Arthur Golden,1997.0,Memoirs of a Geisha,Memoirs of a Geisha,eng,4.08,1300209,1418172,25605,23500,59033,258700,517157,559782,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,33.0,"['Classic', 'Fantasy', 'Fiction', 'War']"
52350,21,3,2,2,2809203,307,439358078,9780439358070.0,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,1735368,1840548,28685,9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg,21.0,"['Fiction', 'History']"
25098,3711,3,7095831,7095831,7352929,43,316056219,9780316056210.0,Paolo Bacigalupi,2010.0,Ship Breaker,"Ship Breaker (Ship Breaker, #1)",eng,3.74,31911,34277,4077,969,2439,9270,13610,7989,https://images.gr-assets.com/books/1327874074m/7095831.jpg,https://images.gr-assets.com/books/1327874074s/7095831.jpg,3711.0,['Fiction']
53393,902,4,32508,32508,48262,130,446612731,9780446612740.0,Michael Connelly,1992.0,The Black Echo,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,98591,108388,3068,1487,2971,19722,45422,38786,https://images.gr-assets.com/books/1344265342m/32508.jpg,https://images.gr-assets.com/books/1344265342s/32508.jpg,902.0,"['Children-s-lit', 'Classic', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
9983,2978,4,13578175,13578175,19161502,20,1616960922,9781616960930.0,Brandon Sanderson,2012.0,The Emperor's Soul,The Emperor's Soul,eng,4.33,33634,39282,2989,84,477,4536,15386,18799,https://images.gr-assets.com/books/1343059311m/13578175.jpg,https://images.gr-assets.com/books/1343059311s/13578175.jpg,2978.0,"['Classic', 'Fiction', 'Mystery']"
50863,1295,4,17029526,17029526,23346114,42,1301627445,9781301627450.0,Abbi Glines,2013.0,"Never Too Far (Too Far, #2)","Never Too Far (Rosemary Beach, #2; Too Far, #2)",eng,4.21,97616,103058,5912,1356,3842,15546,33228,49086,https://images.gr-assets.com/books/1356822956m/17029526.jpg,https://images.gr-assets.com/books/1356822956s/17029526.jpg,1295.0,"['Classic', 'Fantasy', 'Fiction', 'History', 'Romance']"
15285,3759,5,4902793,4902793,4968304,1,441017770,9780441017780.0,Charlaine Harris,2008.0,"Sookie Stackhouse, Books 1-7","Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)",,4.43,25359,25359,359,389,591,2613,5934,15832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3759.0,"['Classic', 'Fiction', 'Mystery']"
35574,5176,3,64857,64857,2552496,52,312939027,9780312939020.0,Sue Grafton,1987.0,"""D"" is for Deadbeat ","D is for Deadbeat (Kinsey Millhone, #4)",eng,3.85,26075,28127,717,105,871,8903,11616,6632,https://images.gr-assets.com/books/1389287799m/64857.jpg,https://images.gr-assets.com/books/1389287799s/64857.jpg,5176.0,"['Fiction', 'Mystery', 'Romance']"
51194,50,2,30119,30119,30518,45,60513039,9780060513030.0,Shel Silverstein,1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Where the Sidewalk Ends,eng,4.29,1016888,1023781,9234,16590,30792,139024,293222,544153,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg,50.0,"['Children-s-lit', 'Classic', 'Fiction', 'Kids']"
40152,5,3,4671,4671,245494,1356,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,The Great Gatsby,The Great Gatsby,eng,3.89,2683664,2773745,51992,86236,197621,606158,936012,947718,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://images.gr-assets.com/books/1490528560s/4671.jpg,5.0,"['Children-s-lit', 'Fantasy', 'Fiction', 'Kids', 'Mystery']"
3554,291,5,3591262,3591262,3633533,74,375414495,9780375414500.0,Abraham Verghese,2009.0,Cutting for Stone,Cutting for Stone,eng,4.28,258319,281079,23146,4586,9249,32671,91293,143280,https://images.gr-assets.com/books/1327931601m/3591262.jpg,https://images.gr-assets.com/books/1327931601s/3591262.jpg,291.0,"['Classic', 'Fantasy', 'Romance']"
4523,597,3,3836,3836,121842,1887,142437239,9780142437230.0,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605.0,Don Quijote de La Mancha,Don Quixote,eng,3.85,134931,159253,5429,4667,12289,38171,50811,53315,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg,597.0,"['Bio-memoir', 'Fiction', 'History']"
11680,1617,5,21745,21745,497415,82,1590860624,9781590860620.0,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1617.0,"['Bio-memoir', 'Classic', 'Fiction', 'History', 'War']"
